ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2024-03-07T10:07:15Z,ios,191220,US,96.76.206.141,Lavender Girl,Caamp,Lavender Days,spotify:track:1oWnDC5OoMPPosVY2cdXgT,,,,,,,,clickrow,unexpected-exit-while-paused,true,false,false,1709805844,false
2024-03-07T19:44:09Z,ios,129463,US,96.76.206.141,Vagabond,Caamp,Caamp,spotify:track:2R3I5DiDf8bLz2QjrPmUpk,,,,,,,,fwdbtn,trackdone,true,false,false,1709840521,false
2024-03-07T19:47:25Z,ios,198600,US,96.76.206.141,Silver Lining,Mt. Joy,Mt. Joy,spotify:track:0i5QVxsK3IvEDbUjTA64Li,,,,,,,,trackdone,trackdone,true,false,false,1709840647,false
2024-03-07T19:51:49Z,ios,267256,US,96.76.206.141,Northern Attitude,Noah Kahan,Stick Season,spotify:track:4O2rRsoSPb5aN7N3tG6Y3v,,,,,,,,trackdone,trackdone,true,false,false,1709840843,false
2024-03-07T19:55:19Z,ios,212333,US,96.76.206.141,Sunrise,Darren Kiely,Lost,spotify:track:6nmlu9nnuESorTFsl3HMfG,,,,,,,,trackdone,trackdone,true,false,false,1709841107,false
2024-03-07T19:55:26Z,ios,8706,US,96.76.206.141,Hey Driver (feat. The War and Treaty),Zach Bryan,Zach Bryan,spotify:track:4pCbJC43j3gSqG6Fen6upD,,,,,,,,trackdone,fwdbtn,true,true,false,1709841317,false
2024-03-07T19:58:29Z,ios,184346,US,96.76.206.141,Humbug Mountain Song,Fruit Bats,Absolute Loser,spotify:track:3HdcqQpq7zb5GbEKBDY34p,,,,,,,,fwdbtn,trackdone,true,false,false,1709841327,false
2024-03-07T20:02:43Z,ios,256021,US,96.76.206.141,Jersey Giant,Evan Honer,Jersey Giant,spotify:track:3hEkAosl2ZuO9FltxY5L1R,,,,,,,,trackdone,trackdone,true,false,false,1709841507,false
2024-03-07T20:06:13Z,ios,213173,US,96.76.206.141,Holes,Passenger,All The Little Lights,spotify:track:6i1D00RfMyWljXRXz0QGzh,,,,,,,,trackdone,trackdone,true,false,false,1709841760,false
2024-03-07T20:10:19Z,ios,248560,US,96.76.206.141,Lemon Tree,Mt. Joy,Orange Blood,spotify:track:0AJQjFdtEEr0rVoCGauYRU,,,,,,,,trackdone,trackdone,true,false,false,1709841971,false
2024-03-07T20:15:13Z,ios,297226,US,96.76.206.141,California Stars,Wilco,What's Your 20? Essential Tracks 1994 - 2014,spotify:track:2GHAeoONmKwECBbtxTUqj5,,,,,,,,trackdone,trackdone,true,false,false,1709842217,false
2024-03-07T20:18:49Z,ios,217466,US,96.76.206.141,Big Black Car,Gregory Alan Isakov,This Empty Northern Hemisphere,spotify:track:3Kj2EWpIBnvETsYq4cq0IH,,,,,,,,trackdone,trackdone,true,false,false,1709842511,false
2024-03-07T20:22:41Z,ios,234771,US,96.76.206.141,Open the Gate,Zach Bryan,American Heartbreak,spotify:track:6pamafD9p0K7FHfJPz6TYF,,,,,,,,trackdone,trackdone,true,false,false,1709842727,false
2024-03-07T20:26:29Z,ios,230786,US,96.76.206.141,Yellow Eyes,Rayland Baxter,Imaginary Man,spotify:track:3HOXNIj8NjlgjQiBd3YVIi,,,,,,,,trackdone,trackdone,true,false,false,1709842959,false
2024-03-07T20:30:34Z,ios,247002,US,96.76.206.141,Little Lion Man,Mumford & Sons,Sigh No More,spotify:track:4B4vB3oB8csotplfoQcAd6,,,,,,,,trackdone,trackdone,true,false,false,1709843187,false
2024-03-07T20:33:59Z,ios,208333,US,96.76.206.141,Katie Queen of Tennessee,The Apache Relay,Apache Relay,spotify:track:4C7GZbwKnoucpGdkBQ9iGt,,,,,,,,trackdone,trackdone,true,false,false,1709843431,false
2024-03-07T20:34:27Z,ios,29041,US,96.76.206.141,Lady May,Tyler Childers,Purgatory,spotify:track:3t5OV1asJHmOlf23T08CLv,,,,,,,,trackdone,fwdbtn,true,true,false,1709843637,false
2024-03-07T20:50:25Z,ios,113793,US,96.76.206.141,Stubborn Love,The Lumineers,The Lumineers,spotify:track:3ekNuTF3UpOvIZCfiejpnC,,,,,,,,fwdbtn,logout,true,false,false,1709843667,false
2024-03-07T20:56:28Z,ios,279000,US,96.76.206.141,Stubborn Love,The Lumineers,The Lumineers,spotify:track:3ekNuTF3UpOvIZCfiejpnC,,,,,,,,clickrow,trackdone,true,false,false,1709844711,false
2024-03-07T22:05:06Z,ios,116070,US,96.76.206.141,Beige,Yoke Lore,Goodpain,spotify:track:7uYQELhe7g6QLIzZDOlhbW,,,,,,,,trackdone,fwdbtn,true,true,false,1709844986,false
2024-03-07T22:10:00Z,ios,243442,US,96.76.206.141,Skinny Love,Bon Iver,"For Emma, Forever Ago",spotify:track:3B3eOgLJSqPEA0RfboIQVM,,,,,,,,fwdbtn,trackdone,true,false,false,1709849106,false
2024-03-07T22:14:07Z,ios,248560,US,96.76.206.141,Lemon Tree,Mt. Joy,Orange Blood,spotify:track:0AJQjFdtEEr0rVoCGauYRU,,,,,,,,trackdone,trackdone,true,false,false,1709849398,false
2024-03-07T22:18:04Z,ios,239761,US,96.76.206.141,Letting Someone Go,Zach Bryan,DeAnn,spotify:track:6Wxx1jXr6EyGdt8RuYFzvj,,,,,,,,trackdone,trackdone,true,false,false,1709849645,false
2024-03-07T22:21:52Z,ios,230786,US,96.76.206.141,Yellow Eyes,Rayland Baxter,Imaginary Man,spotify:track:3HOXNIj8NjlgjQiBd3YVIi,,,,,,,,trackdone,trackdone,true,false,false,1709849882,false
2024-03-07T22:28:30Z,ios,256021,US,96.76.206.141,Jersey Giant,Evan Honer,Jersey Giant,spotify:track:3hEkAosl2ZuO9FltxY5L1R,,,,,,,,trackdone,trackdone,true,false,false,1709850110,false
2024-03-07T22:33:14Z,ios,284226,US,96.76.206.141,June,Briston Maroney,Big Shot,spotify:track:4C0P5aJsVTkqXgVeAl83Iy,,,,,,,,trackdone,trackdone,true,false,false,1709850508,false
2024-03-07T22:35:55Z,ios,163531,US,96.76.206.141,Loom,Zach Bryan,Elisabeth,spotify:track:46dUiDTF3xDchz5lZ3T36s,,,,,,,,trackdone,trackdone,true,false,false,1709850792,false
2024-03-07T22:40:11Z,ios,256520,US,96.76.206.141,Next to You,John Vincent III,Songs from the Valley,spotify:track:3MwHZDGwAR8RjZZBriBqmx,,,,,,,,trackdone,trackdone,true,false,false,1709850953,false
2024-03-07T22:44:23Z,ios,254233,US,96.76.206.141,Romantic Getaway,Spendtime Palace,All Inclusive Romantic Getaway,spotify:track:2GQybhLPuRGmok1SKG3J5G,,,,,,,,trackdone,trackdone,true,false,false,1709851209,false
2024-03-07T22:53:08Z,ios,189053,US,96.76.206.141,Tourniquet,Zach Bryan,Zach Bryan,spotify:track:3EvZ03hGAFwGZ2Ebcu86YH,,,,,,,,trackdone,trackdone,true,false,false,1709851461,false
2024-03-07T22:56:43Z,ios,217466,US,96.76.206.141,Big Black Car,Gregory Alan Isakov,This Empty Northern Hemisphere,spotify:track:3Kj2EWpIBnvETsYq4cq0IH,,,,,,,,trackdone,trackdone,true,false,false,1709851986,false
2024-03-07T23:08:47Z,ios,169940,US,96.76.206.141,Nine Ball,Zach Bryan,Boys Of Faith,spotify:track:3xOi0YhDREKRURFHoNaAOQ,,,,,,,,trackdone,trackdone,true,false,false,1709852201,false
2024-03-07T23:12:06Z,ios,199386,US,96.76.206.141,Jenny Jenkins,Mt. Joy,Mt. Joy,spotify:track:7I0Ep2xYqltHpke3Kg0WPT,,,,,,,,trackdone,trackdone,true,false,false,1709852925,false
