ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2021-05-27T19:32:50Z,"iOS 14.5 (iPhone13,2)",10007,US,174.248.208.238,Forgive Them Father,Ms. Lauryn Hill,The Miseducation of Lauryn Hill,spotify:track:2RPhXg9D4JOkryUznL0aaB,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-27T19:32:52Z,"iOS 14.5 (iPhone13,2)",1671,US,174.248.208.238,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,Hoodie SZN,spotify:track:1wJRveJZLSb1rjhnUHQiv6,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-27T19:32:53Z,"iOS 14.5 (iPhone13,2)",1439,US,174.248.208.238,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],Denzel Curry,TA13OO,spotify:track:5mexbTuWx9d8DPZk4sDGF4,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-27T19:33:10Z,"iOS 14.5 (iPhone13,2)",16416,US,174.248.208.238,Canal St. (feat. Bones),A$AP Rocky,AT.LONG.LAST.A$AP,spotify:track:0rBMP6VVGRgwnzZCLpijyl,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2021-05-27T19:37:47Z,"iOS 14.5 (iPhone13,2)",277906,US,174.248.208.238,Paranoid,Kanye West,808s & Heartbreak,spotify:track:0w2piYWj1F2bzUftzGJgK9,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2021-05-27T19:40:53Z,"iOS 14.5 (iPhone13,2)",189905,US,174.248.208.238,Street Lights,Kanye West,808s & Heartbreak,spotify:track:6j8gTlbhj9KJSeypNcNAS9,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T20:13:34Z,"iOS 14.5 (iPhone13,2)",123223,US,174.248.208.238,Love Yourz,J. Cole,2014 Forest Hills Drive,spotify:track:4gkl7QbQvBd3TM9PhlWFkI,,,,,,,,trackdone,endplay,true,false,false,,false
2021-05-27T20:16:46Z,"iOS 14.5 (iPhone13,2)",193973,US,174.248.208.238,FlatBed Freestyle,Playboi Carti,Die Lit,spotify:track:5nayhWICkQGMTkisxVMbRw,,,,,,,,playbtn,trackdone,true,false,false,,false
2021-05-27T20:22:00Z,"iOS 14.5 (iPhone13,2)",266212,US,174.248.208.238,Two Words,Kanye West,The College Dropout,spotify:track:62wtttQzoIA9HnNmGVd9Yq,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T20:25:43Z,"iOS 14.5 (iPhone13,2)",227426,US,174.248.208.238,Canal St. (feat. Bones),A$AP Rocky,AT.LONG.LAST.A$AP,spotify:track:0rBMP6VVGRgwnzZCLpijyl,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T20:25:51Z,"iOS 14.5 (iPhone13,2)",10153,US,174.248.208.238,So Appalled,Kanye West,My Beautiful Dark Twisted Fantasy,spotify:track:6K07Ahf6V7CAQn0ikrOztl,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2021-05-27T20:28:48Z,"iOS 14.5 (iPhone13,2)",177959,US,174.248.208.238,Daily Routine,Joey Bada$$,1999,spotify:track:7fMG4HNSKzBFKthjmeW8LU,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2021-05-27T22:16:10Z,"iOS 14.5 (iPhone13,2)",38581,US,172.116.133.48,Be Something,Polo G,THE GOAT,spotify:track:65jw6GhwQW3Db55PxlPEpS,,,,,,,,trackdone,unexpected-exit-while-paused,true,false,false,,false
2021-05-27T22:19:55Z,"iOS 14.5 (iPhone13,2)",146140,US,172.116.133.48,Be Something,Polo G,THE GOAT,spotify:track:65jw6GhwQW3Db55PxlPEpS,,,,,,,,appload,endplay,true,false,false,,false
2021-05-27T22:26:23Z,"iOS 14.5 (iPhone13,2)",325506,US,172.116.133.48,"Shook Ones, Pt. II",Mobb Deep,The Infamous,spotify:track:33ZXjLCpiINn8eQIDYEPTD,,,,,,,,clickrow,trackdone,true,false,false,,false
2021-05-27T22:30:40Z,"iOS 14.5 (iPhone13,2)",260200,US,172.116.133.48,Enter Galactic (Love Connection Part I),Kid Cudi,Man On The Moon: The End Of Day,spotify:track:6Bs8KdjRAuv3rzCIdchXwu,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T22:34:57Z,"iOS 14.5 (iPhone13,2)",260986,US,172.116.133.48,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,AT.LONG.LAST.A$AP,spotify:track:2N3U8uTYhjX2KwGT0pf5x0,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T22:38:17Z,"iOS 14.5 (iPhone13,2)",203493,US,172.116.133.48,Homecoming,Kanye West,Graduation,spotify:track:2ovQ5MCx91XVjgVWEPfvks,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T22:43:01Z,"iOS 14.5 (iPhone13,2)",287360,US,172.116.133.48,Wesley's Theory,Kendrick Lamar,To Pimp A Butterfly,spotify:track:7Ks4VCY1wFebnOdJrM13t6,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T22:46:34Z,"iOS 14.5 (iPhone13,2)",216333,US,172.116.133.48,Sandra’s Rose,Drake,Scorpion,spotify:track:6cblRiEGDRNZgowcm951R3,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T22:48:39Z,"iOS 14.5 (iPhone13,2)",128156,US,172.116.133.48,My Shit,A Boogie Wit da Hoodie,Artist,spotify:track:5uQOauh47VFt3B2kV9kRXw,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T22:52:27Z,"iOS 14.5 (iPhone13,2)",231933,US,172.116.133.48,i,Kendrick Lamar,i,spotify:track:7wdzLe2Gsx1RGqbvYZHASz,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T22:56:23Z,"iOS 14.5 (iPhone13,2)",239320,US,172.116.133.48,Wet Dreamz,J. Cole,2014 Forest Hills Drive,spotify:track:6Ius4TC0L3cN74HT7ENE6e,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:01:20Z,"iOS 14.5 (iPhone13,2)",299613,US,172.116.133.48,All Of The Lights,Kanye West,My Beautiful Dark Twisted Fantasy,spotify:track:22L7bfCiAkJo5xGSQgmiIO,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:04:09Z,"iOS 14.5 (iPhone13,2)",172893,US,172.116.133.48,Rapp Snitch Knishes (feat. Mr. Fantastik),MF DOOM,MM..FOOD,spotify:track:4xz7WX28IkmcaHv06lCezR,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:08:24Z,"iOS 14.5 (iPhone13,2)",258613,US,172.116.133.48,Rhymes Like Dimes,MF DOOM,Operation: Doomsday (Complete),spotify:track:12OkZyDWNBLUqoReoseGrc,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:12:15Z,"iOS 14.5 (iPhone13,2)",234215,US,172.116.133.48,3005,Childish Gambino,Because the Internet,spotify:track:2ZltjIqztEpZtafc8w0I9t,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:17:06Z,"iOS 14.5 (iPhone13,2)",294226,US,172.116.133.48,Mr. Rager,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,spotify:track:393MDhe62s8hbH8ETrlxe5,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:21:58Z,"iOS 14.5 (iPhone13,2)",295293,US,172.116.133.48,Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day,spotify:track:5iSEsR6NKjlC9SrIJkyL3k,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:26:17Z,"iOS 14.5 (iPhone13,2)",176531,US,172.116.133.48,Let Go,Aaron May,CHASE,spotify:track:1NCWXbUyF88ee30OMAe7dO,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:29:53Z,"iOS 14.5 (iPhone13,2)",218801,US,172.116.133.48,m y . l i f e (with 21 Savage & Morray),J. Cole,The Off-Season,spotify:track:31YXuMBGIOeZQfAu1NxMbK,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:33:52Z,"iOS 14.5 (iPhone13,2)",242813,US,172.116.133.48,January 28th,J. Cole,2014 Forest Hills Drive,spotify:track:6NyhBA9M6KK0fuVsojxL00,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:39:04Z,"iOS 14.5 (iPhone13,2)",315773,US,172.116.133.48,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",A$AP Rocky,TESTING,spotify:track:3oHkMCVJyOcjg5FhfLc2Rq,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-27T23:42:28Z,"iOS 14.5 (iPhone13,2)",205545,US,174.248.208.238,Villuminati,J. Cole,Born Sinner,spotify:track:5o9GCBBMWxSu7y4naOdFPy,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2021-05-27T23:43:25Z,"iOS 14.5 (iPhone13,2)",57070,US,174.248.208.238,Day 'N' Nite (nightmare),Kid Cudi,Man On The Moon: The End Of Day,spotify:track:5FEXPoPnzueFJQCPRIrC3c,,,,,,,,fwdbtn,endplay,true,false,false,,false
2021-05-27T23:47:19Z,"iOS 14.5 (iPhone13,2)",235626,US,174.248.208.238,Soundtrack 2 My Life,Kid Cudi,Man On The Moon: The End Of Day,spotify:track:1cdC9TCqyLwAlsw3fVJaJS,,,,,,,,clickrow,trackdone,true,false,false,,false
2021-05-28T03:52:36Z,"iOS 14.5 (iPhone13,2)",106773,US,174.248.208.238,Rise and Shine,J. Cole,Cole World: The Sideline Story,spotify:track:1CivPhVrRCMZixFOQe3NKx,,,,,,,,trackdone,endplay,true,false,false,,false
2021-05-28T03:55:31Z,"iOS 14.5 (iPhone13,2)",176043,US,174.248.208.238,Another Night,Mac Miller,On And On And Beyond,spotify:track:4kCvpSVa2XQUiarE7EE5Fs,,,,,,,,clickrow,trackdone,true,false,false,,false
2021-05-28T04:01:18Z,"iOS 14.5 (iPhone13,2)",347986,US,174.248.208.238,2009,Mac Miller,Swimming,spotify:track:6dFn6my1sHK2bcf23GlHwM,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-28T04:04:46Z,"iOS 14.5 (iPhone13,2)",203702,US,174.248.208.238,Been Around,Cordae,The Lost Boy,spotify:track:5V5MUoJUc1NINhZrmk063n,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-28T15:52:20Z,"iOS 14.5 (iPhone13,2)",168254,US,172.116.133.48,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,TA13OO,spotify:track:2LNMhZ3YijTO7USmqjgJfG,,,,,,,,trackdone,endplay,true,false,false,,false
2021-05-28T15:55:57Z,"iOS 14.5 (iPhone13,2)",218801,US,172.116.133.48,m y . l i f e (with 21 Savage & Morray),J. Cole,The Off-Season,spotify:track:1D3z6HTiQsNmZxjl7F7eoG,,,,,,,,playbtn,trackdone,true,false,false,,false
2021-05-28T15:58:38Z,"iOS 14.5 (iPhone13,2)",163797,US,172.116.133.48,21,Polo G,THE GOAT,spotify:track:3JKgcAa7r07ocVWcV8bS0H,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-28T16:01:03Z,"iOS 14.5 (iPhone13,2)",148421,US,172.116.133.48,a m a r i,J. Cole,The Off-Season,spotify:track:2cnKST6T9qUo2i907lm8zX,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-28T16:03:33Z,"iOS 14.5 (iPhone13,2)",153740,US,172.116.133.48,Killuminati,Joey Bada$$,1999,spotify:track:2PxwwqB4f9x72jbw6AgR1s,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-28T16:08:30Z,"iOS 14.5 (iPhone13,2)",300160,US,172.116.133.48,Poetic Justice,Kendrick Lamar,"good kid, m.A.A.d city",spotify:track:2P3SLxeQHPqh8qKB6gtJY2,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-28T16:13:04Z,"iOS 14.5 (iPhone13,2)",277906,US,172.116.133.48,Paranoid,Kanye West,808s & Heartbreak,spotify:track:0w2piYWj1F2bzUftzGJgK9,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-28T20:31:24Z,"iOS 14.5 (iPhone13,2)",42365,US,76.221.128.195,Workin Out,JID,DiCaprio 2,spotify:track:46Lx5epWOQBA3J86ovnxmV,,,,,,,,trackdone,unexpected-exit-while-paused,true,false,false,,false
2021-05-29T03:14:06Z,"iOS 14.5 (iPhone13,2)",0,US,76.221.128.195,Workin Out,JID,DiCaprio 2,spotify:track:46Lx5epWOQBA3J86ovnxmV,,,,,,,,appload,unexpected-exit-while-paused,true,false,false,,false
2021-05-29T03:19:13Z,"iOS 14.5 (iPhone13,2)",198855,US,76.221.128.195,Up Up & Away,Kid Cudi,Man On The Moon: The End Of Day,spotify:track:1RUTIdTnFs8lHSc0Zr4UJB,,,,,,,,clickrow,fwdbtn,true,false,false,,false
2021-05-29T03:22:31Z,"iOS 14.5 (iPhone13,2)",198440,US,76.221.128.195,Walking On A Dream,Empire Of The Sun,Walking On A Dream,spotify:track:5r5cp9IpziiIsR6b93vcnQ,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2021-05-29T03:26:21Z,"iOS 14.5 (iPhone13,2)",202788,US,76.221.128.195,good 4 u,Olivia Rodrigo,SOUR,spotify:track:4ZtFanR9U6ndgddUvNcjcG,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-29T03:29:59Z,"iOS 14.5 (iPhone13,2)",211733,US,76.221.128.195,Proud of You (feat. Lil Uzi Vert & Yung Kayo),Young Stoner Life,Slime Language 2,spotify:track:16eZmQoeajKH8G2nPe2chk,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-29T03:32:19Z,"iOS 14.5 (iPhone13,2)",143746,US,76.221.128.195,brutal,Olivia Rodrigo,SOUR,spotify:track:6SRsiMl7w1USE4mFqrOhHC,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-29T03:35:31Z,"iOS 14.5 (iPhone13,2)",195873,US,76.221.128.195,The Spins,Mac Miller,K.I.D.S.,spotify:track:51pshtuYkgUQnt5huMPbKL,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-29T03:37:01Z,"iOS 14.5 (iPhone13,2)",92312,US,76.221.128.195,Candy,Robbie Williams,Take The Crown,spotify:track:5NlFXQ0si6U87gXs6hq81B,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2021-05-29T03:40:48Z,"iOS 14.5 (iPhone13,2)",227833,US,76.221.128.195,Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),spotify:track:3s4U7OHV7gnj42VV72eSZ6,,,,,,,,fwdbtn,trackdone,true,false,false,,false
2021-05-29T03:44:27Z,"iOS 14.5 (iPhone13,2)",222533,US,76.221.128.195,Summer,Calvin Harris,Motion,spotify:track:6YUTL4dYpB9xZO5qExPf05,,,,,,,,trackdone,trackdone,true,false,false,,false
2021-05-29T03:47:24Z,"iOS 14.5 (iPhone13,2)",180348,US,76.221.128.195,Knock Knock,Mac Miller,Knock Knock - Single,spotify:track:3uYm4MtU6jUQft2DtGqEoZ,,,,,,,,trackdone,trackdone,true,false,false,,false
