ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2020-09-12T04:58:57Z,"iOS 13.6.1 (iPhone10,1)",6528,US,172.116.152.194,Still into You,Paramore,Paramore,spotify:track:1yjY7rpaAQvKwpdUliHx0d,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T04:59:02Z,"iOS 13.6.1 (iPhone10,1)",4266,US,172.116.152.194,People Get Ready - Edit,Husky,People Get Ready,spotify:track:46IiRnhpOfJleiSxmBCK7a,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T04:59:05Z,"iOS 13.6.1 (iPhone10,1)",3498,US,172.116.152.194,Is it You,Leaf,Is it You,spotify:track:2dqfavIdyw8MAroUEghyiU,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T04:59:12Z,"iOS 13.6.1 (iPhone10,1)",7040,US,172.116.152.194,So Good,B.o.B,Strange Clouds,spotify:track:28GUjBGqZVcAV4PHSYzkj2,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T04:59:19Z,"iOS 13.6.1 (iPhone10,1)",6570,US,172.116.152.194,Little Talks,Of Monsters and Men,My Head Is An Animal,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T04:59:31Z,"iOS 13.6.1 (iPhone10,1)",11946,US,172.116.152.194,We Are Young (feat. Janelle Monáe),fun.,Some Nights,spotify:track:7a86XRg84qjasly9f6bPSD,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T04:59:48Z,"iOS 13.6.1 (iPhone10,1)",17066,US,172.116.152.194,Club Can't Handle Me (feat. David Guetta),Flo Rida,Only One Flo (Part 1),spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T05:00:00Z,"iOS 13.6.1 (iPhone10,1)",11157,US,172.116.152.194,Chasing The Sun,The Wanted,The Wanted,spotify:track:4b4c0oH7PtrPsI86drzgFs,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T05:00:02Z,"iOS 13.6.1 (iPhone10,1)",2282,US,172.116.152.194,Yeah! (feat. Lil Jon & Ludacris),USHER,Confessions (Expanded Edition),spotify:track:5rb9QrpfcKFHM1EUbSIurX,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T05:00:05Z,"iOS 13.6.1 (iPhone10,1)",2922,US,172.116.152.194,Roar,Katy Perry,PRISM,spotify:track:6F5c58TMEs1byxUstkzVeM,,,,,,,,clickrow,endplay,true,false,false,,false
2020-09-12T05:00:26Z,"iOS 13.6.1 (iPhone10,1)",20544,US,172.116.152.194,Really Don't Care,Demi Lovato,Demi,spotify:track:5vTPxzm4h2bY9rYyVrGEU5,,,,,,,,clickrow,endplay,true,false,false,,false
