ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2015-11-01T00:34:22Z,"iOS 9.1 (iPad4,4)",72539,US,172.89.117.71,The Next Episode,Dr. Dre,2001,spotify:track:4LwU4Vp6od3Sb08CsP99GC,,,,,,,,clickrow,endplay,false,true,false,,false
2015-11-01T00:35:04Z,"iOS 9.1 (iPad4,4)",42217,US,172.89.117.71,Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),spotify:track:5RIVoVdkDLEygELLCniZFr,,,,,,,,clickrow,endplay,false,true,false,,false
2015-11-01T00:35:45Z,"iOS 9.1 (iPad4,4)",42214,US,172.89.117.71,Jungle,X Ambassadors,VHS,spotify:track:3xgK660fsZH7ZDcOMfIdfB,,,,,,,,clickrow,endplay,false,true,false,,false
2015-11-01T00:36:09Z,"iOS 9.1 (iPad4,4)",24158,US,172.89.117.71,When I'm Gone,Eminem,Curtain Call: The Hits,spotify:track:42YNobZ4HN3tRVEA47wLT6,,,,,,,,clickrow,endplay,false,true,false,,false
2015-11-01T00:41:36Z,"iOS 9.1 (iPad4,4)",326466,US,172.89.117.71,Lose Yourself,Eminem,Curtain Call: The Hits,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,,,,,,,,clickrow,trackdone,false,false,false,,false
2015-11-01T00:42:00Z,"iOS 9.1 (iPad4,4)",25309,US,172.89.117.71,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title,spotify:track:2YlZnw2ikdb837oKMKjBkW,,,,,,,,trackdone,endplay,false,true,false,,false
2015-11-01T00:42:09Z,"iOS 9.1 (iPad4,4)",9380,US,172.89.117.71,When I'm Gone,Eminem,Curtain Call: The Hits,spotify:track:42YNobZ4HN3tRVEA47wLT6,,,,,,,,clickrow,fwdbtn,false,true,false,,false
2015-11-01T00:42:10Z,"iOS 9.1 (iPad4,4)",2693,US,172.89.117.71,Ni**as In Paris,JAY-Z,Watch The Throne,spotify:track:2Zb7wnGUnNPCas2E0wWSQ5,,,,,,,,fwdbtn,fwdbtn,false,true,false,,false
2015-11-01T00:42:14Z,"iOS 9.1 (iPad4,4)",4318,US,172.89.117.71,Still D.R.E.,Dr. Dre,2001,spotify:track:503OTo2dSqe7qk76rgsbep,,,,,,,,fwdbtn,fwdbtn,false,true,false,,false
2015-11-01T00:42:22Z,"iOS 9.1 (iPad4,4)",9377,US,172.89.117.71,"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",spotify:track:5HQVUIKwCEXpe7JIHyY734,,,,,,,,fwdbtn,fwdbtn,false,true,false,,false
2015-11-01T00:42:32Z,"iOS 9.1 (iPad4,4)",10913,US,172.89.117.71,The Monster,Eminem,The Marshall Mathers LP2,spotify:track:48RrDBpOSSl1aLVCalGl5C,,,,,,,,fwdbtn,endplay,false,true,false,,false
2015-11-01T00:43:06Z,"iOS 9.1 (iPad4,4)",34655,US,172.89.117.71,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),Wiz Khalifa,Blacc Hollywood,spotify:track:1eL8wZKx7CVJVbZG12becL,,,,,,,,clickrow,endplay,false,true,false,,false
2015-11-01T00:44:51Z,"iOS 9.1 (iPad4,4)",105740,US,172.89.117.71,Snap Yo Fingers,Lil Jon,Snap Yo Fingers - Single,spotify:track:6o3s08kk2fQI37vxGZDrJ1,,,,,,,,clickrow,endplay,false,true,false,,false
2015-11-01T00:45:17Z,"iOS 9.1 (iPad4,4)",27189,US,172.89.117.71,Still D.R.E.,Dr. Dre,2001,spotify:track:503OTo2dSqe7qk76rgsbep,,,,,,,,clickrow,endplay,false,true,false,,false
2015-11-01T00:45:27Z,"iOS 9.1 (iPad4,4)",9984,US,172.89.117.71,No Diggity,Blackstreet,Another Level,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,,,,,,,,clickrow,endplay,false,true,false,,false
2015-11-01T00:47:00Z,"iOS 9.1 (iPad4,4)",43328,US,172.89.117.71,The Next Episode,Dr. Dre,2001,spotify:track:4LwU4Vp6od3Sb08CsP99GC,,,,,,,,clickrow,endplay,false,true,false,,false
