ts,platform,ms_played,conn_country,ip_addr,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2022-03-22T06:14:12Z,Partner amazon_salmon Amazon;Echo_Dot;27d4dfe427b34d57995b463e5d63198d;;tpapi,287126,US,172.116.133.48,Devil In A New Dress,Kanye West,My Beautiful Dark Twisted Fantasy,spotify:track:1UGD3lW3tDmgZfAVDh6w7r,,,,,,,,remote,remote,false,false,false,,false
2022-03-22T06:35:30Z,Windows 10 (10.0.19044; x64),5960,US,172.116.133.48,Lady - Hear Me Tonight,Modjo,Modjo,spotify:track:49X0LAl6faAusYq02PRAY6,,,,,,,,clickrow,unexpected-exit-while-paused,true,false,false,,false
2022-03-22T06:37:20Z,"iOS 15.3.1 (iPhone13,2)",205493,US,172.116.133.48,Apollo,Last Dinosaurs,Wellness,spotify:track:4FMsnzJirE6Y8SMscJjsX0,,,,,,,,playbtn,trackdone,true,false,false,,false
2022-03-22T06:38:37Z,"iOS 15.3.1 (iPhone13,2)",75496,US,172.116.133.48,Cocoa Butter Kisses,Chance the Rapper,Acid Rap,spotify:track:0aMHIW1lqrulVCx0LLlr6a,,,,,,,,trackdone,fwdbtn,true,false,false,,false
2022-03-22T06:38:40Z,"iOS 15.3.1 (iPhone13,2)",2880,US,172.116.133.48,Senior Skip Day,Mac Miller,K.I.D.S.,spotify:track:6vVftwBiIaM9xDVZhSwTCJ,,,,,,,,fwdbtn,fwdbtn,true,false,false,,false
2022-03-22T06:42:20Z,"iOS 15.3.1 (iPhone13,2)",219880,US,172.116.133.48,Feel Good Inc.,Gorillaz,Demon Days,spotify:track:0d28khcov6AiegSCpG5TuT,,,,,,,,fwdbtn,endplay,true,false,false,,false
2022-03-22T06:42:52Z,"iOS 15.3.1 (iPhone13,2)",31980,US,172.116.133.48,UCLA,RL Grime,NOVA,spotify:track:3OaunNUlXXs5e2PXtNAzzG,,,,,,,,clickrow,endplay,false,false,false,,false
2022-03-22T06:43:16Z,"iOS 15.3.1 (iPhone13,2)",23210,US,172.116.133.48,Cooler Than Me - Gigamesh Remix,Mike Posner,One Foot Out The Door,spotify:track:4tD4BWNlAdBXySN0dP5nQv,,,,,,,,clickrow,endplay,false,false,false,,false
2022-03-22T06:44:17Z,"iOS 15.3.1 (iPhone13,2)",59640,US,172.116.133.48,Automatic X Levels X No Hands,Trophy,Automatic X Levels X No Hands,spotify:track:7mHdZn4iaQfIZKMF1HmIKo,,,,,,,,clickrow,endplay,false,false,false,,false
2022-03-22T06:45:27Z,"iOS 15.3.1 (iPhone13,2)",69590,US,172.116.133.48,Levels - Original Version,Avicii,Levels,spotify:track:6Xe9wT5xeZETPwtaP2ynUz,,,,,,,,playbtn,endplay,false,false,false,,false
2022-03-22T06:46:15Z,"iOS 15.3.1 (iPhone13,2)",48100,US,172.116.133.48,Levels - Radio Edit,Avicii,Levels,spotify:track:5UqCQaDshqbIk3pkhy4Pjg,,,,,,,,playbtn,endplay,false,false,false,,false
2022-03-22T06:46:37Z,"iOS 15.3.1 (iPhone13,2)",21060,US,172.116.133.48,No Hands [Remix] (feat. Waka Flocka & Roscoe Dash),Gucci Mane,Ferrari Music,spotify:track:7kgz9sqhDbzJFLxsLX5dk8,,,,,,,,playbtn,endplay,false,false,false,,false
2022-03-22T06:47:45Z,"iOS 15.3.1 (iPhone13,2)",67450,US,172.116.133.48,Automatic X Levels X No Hands,Trophy,Automatic X Levels X No Hands,spotify:track:7mHdZn4iaQfIZKMF1HmIKo,,,,,,,,clickrow,endplay,false,false,false,,false
2022-03-22T06:47:54Z,"iOS 15.3.1 (iPhone13,2)",9080,US,172.116.133.48,Levels - Skrillex Remix,Avicii,Levels,spotify:track:5f6igUw1asUL4AGXSvgTW8,,,,,,,,clickrow,endplay,false,false,false,,false
2022-03-22T06:48:55Z,"iOS 15.3.1 (iPhone13,2)",12250,US,172.116.133.48,Levels - Cazzette's NYC Mode Mix,Avicii,Levels,spotify:track:61Mg6DDqWMKGoNR8CxzTHz,,,,,,,,clickrow,remote,false,false,false,,false
2022-03-22T06:48:56Z,Windows 10 (10.0.19044; x64),34420,US,172.116.133.48,Pursuit Of Happiness - Extended Steve Aoki Remix,Kid Cudi,Pursuit Of Happiness,spotify:track:5PX4uS1LqlWEPL69phPVQQ,,,,,,,,clickrow,remote,false,false,false,,false
2022-03-22T06:50:17Z,"iOS 15.3.1 (iPhone13,2)",76800,US,172.116.133.48,Pursuit Of Happiness - Extended Steve Aoki Remix,Kid Cudi,Pursuit Of Happiness,spotify:track:5PX4uS1LqlWEPL69phPVQQ,,,,,,,,remote,endplay,false,false,false,,false
2022-03-22T06:50:39Z,"iOS 15.3.1 (iPhone13,2)",22450,US,172.116.133.48,Shape of You,Ed Sheeran,÷,spotify:track:7qiZfU4dY1lWllzX7mPBI3,,,,,,,,clickrow,endplay,false,false,false,,false
